hours-per-week,education,workclass,age,YearofExperience,fnlwgt
40,Some-college,Private,43,4.3,326232
50,Bachelors,Private,28,2.8,363257
40,Some-college,Private,35,3.5,51700
60,Bachelors,Private,30,3,19678
15,Some-college,Private,21,2.1,109199
20,Bachelors,State-gov,26,2.6,36741
50,Some-college,Private,41,4.1,347653
55,Some-college,Private,23,2.3,37514
40,Bachelors,Private,48,4.8,355781
45,Some-college,Private,46,4.6,86709
40,HS-grad,Self-emp-not-inc,44,4.4,22933
84,HS-grad,Self-emp-inc,56,5.6,83922
45,Prof-school,Federal-gov,27,2.7,182637
40,Bachelors,Private,57,5.7,80149
65,HS-grad,Self-emp-not-inc,60,6,231770
40,10th,?,60,6,116746
45,HS-grad,Self-emp-not-inc,30,3,189759
55,Doctorate,Self-emp-inc,40,4,46221
40,HS-grad,State-gov,58,5.8,198145
60,Bachelors,Private,31,3.1,35864
40,Bachelors,Federal-gov,44,4.4,259307
41,HS-grad,Private,46,4.6,129007
40,HS-grad,Private,33,3.3,169104
60,HS-grad,Private,37,3.7,198097
40,Assoc-acdm,Local-gov,21,2.1,224640
16,11th,?,17,1.7,35603
60,Masters,Self-emp-not-inc,47,4.7,85982
40,Bachelors,Private,39,3.9,230467
32,9th,Self-emp-not-inc,32,3.2,168782
45,10th,Private,24,2.4,142566
45,HS-grad,Federal-gov,30,3,195337
40,Some-college,?,24,2.4,99829
24,HS-grad,Private,40,4,133456
35,Masters,Local-gov,28,2.8,133136
40,12th,Private,25,2.5,211531
45,Some-college,Private,30,3,243867
35,Prof-school,Local-gov,47,4.7,284871
40,Masters,Federal-gov,37,3.7,188563
45,10th,Private,61,6.1,173866
38,Some-college,Private,23,2.3,114939
40,Assoc-voc,Private,30,3,259425
40,HS-grad,Private,48,4.8,59159
38,HS-grad,Private,30,3,189439
48,HS-grad,Private,56,5.6,157786
48,Assoc-voc,Self-emp-inc,41,4.1,289636
50,Bachelors,Self-emp-inc,49,4.9,154174
40,HS-grad,Private,56,5.6,70857
40,Some-college,Private,48,4.8,183000
40,Doctorate,Private,37,3.7,123104
16,Some-college,State-gov,21,2.1,254620
40,Masters,Local-gov,33,3.3,156464
20,HS-grad,Private,60,6,124987
15,HS-grad,Private,41,4.1,413720
50,12th,Private,33,3.3,169886
40,HS-grad,Private,31,3.1,228873
40,Masters,Private,34,3.4,110622
99,HS-grad,?,31,3.1,170513
40,Some-college,?,21,2.1,221418
20,Masters,Private,65,6.5,151287
40,Some-college,Private,25,2.5,235218
40,HS-grad,Private,30,3,111567
20,Some-college,Private,24,2.4,251603
45,11th,Private,61,6.1,136109
21,Some-college,Private,29,2.9,178610
30,Some-college,Private,22,2.2,192289
80,Some-college,Private,30,3,49325
40,HS-grad,Private,52,5.2,229375
40,HS-grad,Private,28,2.8,125791
60,HS-grad,Private,48,4.8,75619
40,Some-college,Private,60,6,247483
40,Masters,Private,38,3.8,289448
35,Some-college,?,22,2.2,122048
40,HS-grad,Private,21,2.1,177940
45,Bachelors,Self-emp-not-inc,32,3.2,399088
38,Assoc-voc,Private,38,3.8,108293
40,Some-college,Private,60,6,178249
40,Some-college,Local-gov,24,2.4,52262
50,Masters,Self-emp-not-inc,41,4.1,143046
45,HS-grad,Private,59,5.9,124318
60,Prof-school,Federal-gov,52,5.2,57855
50,Bachelors,Private,50,5,355954
40,HS-grad,Private,28,2.8,143582
60,Bachelors,Private,30,3,220915
40,HS-grad,Private,43,4.3,172025
40,HS-grad,Private,24,2.4,109813
60,Masters,Private,45,4.5,175600
40,HS-grad,Private,26,2.6,389856
55,Masters,Self-emp-not-inc,41,4.1,167081
65,Some-college,Self-emp-inc,43,4.3,179228
42,Bachelors,?,23,2.3,214542
40,10th,Private,31,3.1,1210504
40,HS-grad,Private,55,5.5,426263
40,10th,Private,18,1.8,146225
40,12th,Self-emp-not-inc,36,3.6,240810
40,7th-8th,Private,47,4.7,100113
40,Some-college,Private,22,2.2,214542
30,11th,Private,18,1.8,41506
45,HS-grad,Private,24,2.4,200121
15,HS-grad,Private,55,5.5,199919
40,Bachelors,Private,22,2.2,60668
40,11th,Private,42,4.2,208347
45,Assoc-voc,State-gov,42,4.2,184105
40,Bachelors,Private,27,2.7,255979
40,Some-college,Self-emp-inc,51,5.1,251585
40,HS-grad,Private,40,4,132222
40,HS-grad,Private,49,4.9,164733
50,HS-grad,Private,33,3.3,327902
55,Bachelors,Private,30,3,262092
40,Bachelors,Private,23,2.3,299047
50,Doctorate,Self-emp-not-inc,28,2.8,146735
40,HS-grad,Private,43,4.3,154568
40,7th-8th,Private,37,3.7,160916
40,HS-grad,Private,33,3.3,161444
99,Doctorate,State-gov,32,3.2,246282
15,Some-college,?,20,2,147031
32,Some-college,Private,42,4.2,220531
40,HS-grad,Private,22,2.2,282202
40,HS-grad,Private,26,2.6,122485
40,HS-grad,Private,32,3.2,227012
30,HS-grad,Private,67,6.7,116502
40,Some-college,Private,51,5.1,163606
15,11th,Private,18,1.8,211413
20,HS-grad,?,33,3.3,171637
10,Bachelors,Self-emp-not-inc,57,5.7,204387
60,Some-college,?,24,2.4,214542
40,HS-grad,Private,29,2.9,70100
40,Bachelors,Private,42,4.2,96115
40,HS-grad,Private,47,4.7,181758
32,Assoc-voc,?,74,7.4,278557
40,Bachelors,Federal-gov,34,3.4,168931
30,10th,Private,27,2.7,397962
17,HS-grad,Private,28,2.8,113922
20,HS-grad,Private,17,1.7,318025
40,11th,Private,24,2.4,287357
60,Assoc-acdm,Self-emp-not-inc,40,4,33219
35,Some-college,Self-emp-inc,81,8.1,51646
40,Some-college,Federal-gov,47,4.7,51664
40,10th,Private,29,2.9,195721
30,Some-college,Private,24,2.4,255575
40,Bachelors,Private,31,3.1,200835
40,Some-college,?,22,2.2,140414
45,HS-grad,Private,38,3.8,165579
40,HS-grad,Private,37,3.7,38948
40,Some-college,Private,35,3.5,184685
50,HS-grad,Private,23,2.3,86939
40,HS-grad,Private,22,2.2,215251
40,HS-grad,Private,53,5.3,151159
40,Some-college,Private,40,4,385266
70,Assoc-acdm,Self-emp-inc,68,6.8,289349
35,Some-college,Private,19,1.9,232060
50,7th-8th,Private,28,2.8,290429
35,12th,Private,45,4.5,179048
16,HS-grad,Self-emp-not-inc,57,5.7,98466
40,Masters,Local-gov,51,5.1,142801
40,Bachelors,Self-emp-inc,68,6.8,119938
40,HS-grad,Private,39,3.9,172186
40,HS-grad,Local-gov,45,4.5,198759
35,Masters,State-gov,45,4.5,74305
40,HS-grad,Self-emp-inc,80,8,120796
50,Masters,Local-gov,55,5.5,190091
40,Some-college,Private,23,2.3,197286
40,Some-college,State-gov,45,4.5,129499
40,Bachelors,Private,39,3.9,30875
40,HS-grad,Self-emp-not-inc,45,4.5,172822
40,HS-grad,Private,34,3.4,107417
40,HS-grad,Local-gov,42,4.2,226902
30,Some-college,Private,21,2.1,86557
40,Some-college,Private,35,3.5,98900
20,Bachelors,Local-gov,24,2.4,38707
40,HS-grad,Private,39,3.9,286730
20,12th,Private,17,1.7,221797
80,Some-college,?,52,5.2,175029
15,HS-grad,?,49,4.9,32184
40,Bachelors,Federal-gov,31,3.1,144949
50,Bachelors,Federal-gov,48,4.8,33084
40,Some-college,Private,30,3,156464
30,Some-college,Private,38,3.8,152307
45,Bachelors,Private,32,3.2,341954
50,HS-grad,Private,24,2.4,235720
40,12th,Private,47,4.7,161187
40,7th-8th,Private,56,5.6,90017
40,11th,Private,59,5.9,192671
35,Some-college,Self-emp-not-inc,39,3.9,102178
30,Some-college,Private,22,2.2,293136
10,10th,Local-gov,17,1.7,99568
30,10th,Self-emp-not-inc,66,6.6,81413
40,Some-college,Private,39,3.9,31053
40,Some-college,Private,18,1.8,31008
40,5th-6th,Private,55,5.5,221801
55,Bachelors,Federal-gov,26,2.6,76491
17,HS-grad,Private,64,6.4,286732
60,Doctorate,Self-emp-not-inc,48,4.8,196707
40,HS-grad,Federal-gov,51,5.1,23698
30,Bachelors,Private,61,6.1,224699
15,Some-college,Private,22,2.2,131291
40,Some-college,?,19,1.9,372665
20,Assoc-voc,Private,44,4.4,64506
40,Some-college,Private,47,4.7,139388
40,Assoc-acdm,Private,29,2.9,425830
40,HS-grad,Private,39,3.9,99146
40,HS-grad,State-gov,37,3.7,59200
20,Some-college,Private,21,2.1,37482
32,HS-grad,Private,34,3.4,188798
45,Some-college,Private,56,5.6,100285
40,Some-college,State-gov,31,3.1,228446
40,HS-grad,Private,31,3.1,19491
40,HS-grad,Private,28,2.8,156967
48,Bachelors,Federal-gov,47,4.7,187581
38,Some-college,Private,56,5.6,154490
40,Bachelors,Private,30,3,101345
46,Masters,Local-gov,42,4.2,150533
45,HS-grad,Private,33,3.3,93213
40,HS-grad,Private,57,5.7,257046
50,HS-grad,Private,40,4,421837
60,Bachelors,Private,41,4.1,101593
40,HS-grad,Private,42,4.2,122215
60,Some-college,Private,49,4.9,272780
50,Bachelors,Private,24,2.4,190591
40,HS-grad,Private,30,3,78374
40,Bachelors,?,30,3,121468
40,Bachelors,Private,31,3.1,280927
40,Bachelors,Private,25,2.5,202480
40,1st-4th,Private,47,4.7,110088
4,HS-grad,?,58,5.8,129632
50,Assoc-acdm,Self-emp-not-inc,37,3.7,225860
30,Some-college,Private,25,2.5,310545
30,Some-college,Private,31,3.1,178664
50,Bachelors,Self-emp-not-inc,46,4.6,198759
35,Some-college,Private,20,2,259301
50,Bachelors,Private,31,3.1,234537
30,12th,Private,63,6.3,427770
40,HS-grad,?,19,1.9,331702
40,Some-college,?,20,2,180052
45,HS-grad,Private,54,5.4,205337
8,10th,Private,17,1.7,236091
40,HS-grad,Private,40,4,33895
20,Some-college,?,20,2,447210
40,Bachelors,Private,27,2.7,226441
40,Some-college,State-gov,41,4.1,119721
50,Bachelors,Self-emp-not-inc,32,3.2,455995
40,Some-college,Private,35,3.5,105813
30,HS-grad,?,24,2.4,350917
40,HS-grad,State-gov,42,4.2,191814
20,5th-6th,Private,65,6.5,399296
40,HS-grad,Private,47,4.7,201595
45,Masters,Private,41,4.1,143003
50,HS-grad,Private,28,2.8,74784
40,Some-college,?,20,2,313045
40,Some-college,Private,22,2.2,303781
40,Some-college,Private,23,2.3,236769
45,Some-college,Self-emp-not-inc,28,2.8,264961
40,HS-grad,Private,59,5.9,144962
30,10th,Local-gov,59,5.9,435836
48,HS-grad,Private,46,4.6,186539
50,HS-grad,Private,23,2.3,181796
40,Masters,Local-gov,47,4.7,398397
38,Assoc-voc,Private,24,2.4,196280
40,Bachelors,Federal-gov,37,3.7,31670
60,HS-grad,Self-emp-inc,49,4.9,65535
10,Masters,Local-gov,48,4.8,97680
35,Bachelors,Self-emp-not-inc,57,5.7,47178
35,HS-grad,Self-emp-not-inc,24,2.4,151818
40,7th-8th,Private,40,4,304530
40,HS-grad,Private,25,2.5,197651
22,HS-grad,Private,64,6.4,108054
35,Some-college,Private,44,4.4,179666
40,HS-grad,Private,45,4.5,142909
50,12th,Private,24,2.4,231261
40,Assoc-acdm,State-gov,42,4.2,119008
45,HS-grad,Private,27,2.7,168138
40,HS-grad,Private,54,5.4,217850
55,Some-college,Self-emp-not-inc,50,5,343242
20,Some-college,?,19,1.9,167087
40,HS-grad,Private,27,2.7,200179
40,Some-college,Private,35,3.5,172252
42,Doctorate,Private,39,3.9,132879
48,HS-grad,Private,21,2.1,240063
40,Some-college,Private,19,1.9,425816
30,HS-grad,Local-gov,39,3.9,167571
40,Some-college,Private,39,3.9,85566
42,Bachelors,Private,27,2.7,123799
40,HS-grad,Private,28,2.8,194690
40,Some-college,Private,39,3.9,266347
40,10th,Private,62,6.2,68268
40,Assoc-voc,Self-emp-inc,59,5.9,145574
40,HS-grad,Private,29,2.9,128666
40,HS-grad,Private,31,3.1,119411
50,Some-college,Private,38,3.8,276552
36,Some-college,?,22,2.2,305423
40,Assoc-acdm,Federal-gov,38,3.8,104236
16,Some-college,?,48,4.8,136455
75,11th,Self-emp-not-inc,71,7.1,139889
40,HS-grad,Local-gov,39,3.9,102953
24,11th,?,36,3.6,320183
84,HS-grad,Private,47,4.7,83407
43,Some-college,?,22,2.2,118910
30,Masters,Private,41,4.1,99254
40,HS-grad,State-gov,43,4.3,198766
40,12th,Private,20,2,191832
46,HS-grad,Private,23,2.3,146178
40,Some-college,Private,35,3.5,132879
40,Bachelors,Private,44,4.4,94706
40,Masters,Local-gov,48,4.8,273767
50,Bachelors,Self-emp-not-inc,43,4.3,204235
15,HS-grad,?,62,6.2,181782
40,Bachelors,State-gov,39,3.9,144860
40,HS-grad,Private,44,4.4,185832
4,Bachelors,Private,81,8.1,55314
40,Some-college,Private,44,4.4,200194
40,HS-grad,Private,37,3.7,339772
40,HS-grad,Private,54,5.4,159755
40,HS-grad,Private,24,2.4,200207
30,Bachelors,Private,27,2.7,31493
38,HS-grad,Private,31,3.1,168981
33,Some-college,Private,20,2,201729
50,Bachelors,Self-emp-not-inc,30,3,105749
40,HS-grad,Federal-gov,56,5.6,101847
56,Assoc-acdm,Private,46,4.6,110646
50,Some-college,Private,34,3.4,139753
30,Some-college,Private,25,2.5,255004
40,Bachelors,Private,34,3.4,341954
46,Some-college,Private,43,4.3,124330
45,Masters,Private,46,4.6,64563
50,Some-college,Self-emp-not-inc,32,3.2,29254
37,Some-college,?,25,2.5,182810
53,11th,?,33,3.3,139051
34,Some-college,Private,31,3.1,151053
50,10th,Self-emp-inc,66,6.6,45702
40,Some-college,?,26,2.6,138685
40,Assoc-voc,Private,37,3.7,164193
30,HS-grad,Private,73,7.3,109651
45,HS-grad,Private,30,3,126364
40,HS-grad,Private,31,3.1,328199
20,Masters,Self-emp-not-inc,44,4.4,180096
40,Some-college,Private,23,2.3,197613
40,Some-college,Private,35,3.5,170195
40,10th,Federal-gov,48,4.8,56482
40,Bachelors,Private,53,5.3,23686
40,Bachelors,State-gov,62,6.2,200916
35,HS-grad,Private,44,4.4,160261
40,Some-college,Private,21,2.1,129232
40,Some-college,Local-gov,22,2.2,249727
45,Masters,State-gov,35,3.5,106448
40,Bachelors,Local-gov,61,6.1,313852
35,HS-grad,Private,33,3.3,213722
40,Assoc-acdm,Private,29,2.9,120645
16,HS-grad,?,78,7.8,167336
50,HS-grad,Self-emp-not-inc,21,2.1,199419
40,Some-college,Private,23,2.3,132053
35,Assoc-acdm,Private,21,2.1,311570
40,Bachelors,Private,30,3,187203
40,HS-grad,Private,76,7.6,201240
40,HS-grad,Private,51,5.1,150999
40,HS-grad,Self-emp-not-inc,30,3,24961
30,11th,Local-gov,36,3.6,152021
40,11th,Private,20,2,374116
40,Bachelors,Private,73,7.3,35370
24,Bachelors,Private,38,3.8,65291
40,HS-grad,?,71,7.1,283889
4,Some-college,Self-emp-not-inc,36,3.6,48585
40,HS-grad,Private,26,2.6,132661
40,10th,Private,52,5.2,267583
40,5th-6th,Private,50,5,313297
40,7th-8th,Private,66,6.6,290578
40,Bachelors,Private,32,3.2,246038
40,Assoc-voc,Federal-gov,42,4.2,125461
58,7th-8th,Self-emp-not-inc,56,5.6,206149
24,Some-college,Local-gov,59,5.9,205718
50,Bachelors,Private,37,3.7,241153
40,HS-grad,Private,49,4.9,186706
40,Bachelors,Private,60,6,216574
40,HS-grad,Private,46,4.6,49570
72,HS-grad,State-gov,42,4.2,82161
43,HS-grad,Private,44,4.4,191268
40,HS-grad,Private,31,3.1,59469
58,Some-college,Private,30,3,197947
50,Bachelors,Private,35,3.5,180131
20,11th,Private,17,1.7,156732
40,7th-8th,Private,22,2.2,415755
37,Some-college,Private,22,2.2,228254
21,Assoc-acdm,Self-emp-not-inc,28,2.8,414599
50,Some-college,Private,35,3.5,357173
99,7th-8th,?,49,4.9,111282
48,HS-grad,Private,38,3.8,174308
45,Bachelors,Federal-gov,49,4.9,61885
60,Bachelors,Private,42,4.2,123838
40,HS-grad,Private,53,5.3,119170
50,9th,Private,59,5.9,219426
25,HS-grad,Self-emp-inc,18,1.8,184920
28,Masters,Local-gov,39,3.9,187385
40,HS-grad,Private,26,2.6,234258
40,Some-college,Private,24,2.4,387663
36,Masters,Private,45,4.5,151817
40,Prof-school,Private,34,3.4,187203
33,HS-grad,Local-gov,27,2.7,67187
40,Some-college,Private,48,4.8,194526
40,Some-college,Private,20,2,73266
40,Masters,Self-emp-not-inc,49,4.9,340755
40,HS-grad,Private,26,2.6,168552
40,Bachelors,Self-emp-inc,38,3.8,188069
60,HS-grad,Private,27,2.7,198587
35,Some-college,State-gov,21,2.1,33423
40,Bachelors,Federal-gov,40,4,190910
48,7th-8th,Private,47,4.7,195963
50,HS-grad,Private,24,2.4,345066
40,HS-grad,Private,43,4.3,195258
47,Some-college,Private,44,4.4,262233
28,9th,Private,56,5.6,78707
50,Bachelors,Self-emp-inc,53,5.3,251240
40,HS-grad,Self-emp-not-inc,36,3.6,414056
40,12th,Local-gov,56,5.6,174564
40,Assoc-voc,Private,26,2.6,236242
40,Assoc-voc,Private,31,3.1,31286
7,Some-college,Private,19,1.9,234476
40,HS-grad,Private,26,2.6,414916
50,Some-college,Private,40,4,223881
20,Some-college,Private,21,2.1,284651
40,Assoc-voc,Private,35,3.5,38948
50,9th,Private,33,3.3,157887
15,HS-grad,Private,59,5.9,70796
47,HS-grad,Local-gov,49,4.9,97176
40,Some-college,Private,54,5.4,146834
42,Some-college,Private,23,2.3,490645
30,Masters,State-gov,61,6.1,31577
43,HS-grad,Private,33,3.3,145437
40,Bachelors,State-gov,36,3.6,21798
40,HS-grad,Private,57,5.7,142076
40,HS-grad,Private,22,2.2,136230
40,Masters,Private,47,4.7,184169
20,Some-college,Private,23,2.3,175778
33,HS-grad,Local-gov,46,4.6,59174
45,Bachelors,Private,49,4.9,123713
2,HS-grad,?,67,6.7,222362
40,12th,Private,51,5.1,108435
40,Assoc-acdm,Private,21,2.1,39182
46,HS-grad,Local-gov,33,3.3,203051
40,Bachelors,Federal-gov,45,4.5,363418
32,Bachelors,Local-gov,27,2.7,113054
40,Assoc-acdm,Local-gov,27,2.7,163320
40,HS-grad,Private,34,3.4,118710
40,HS-grad,Private,56,5.6,170066
40,Some-college,Private,24,2.4,135267
40,Some-college,Private,24,2.4,361278
25,Bachelors,Self-emp-not-inc,59,5.9,165867
40,Some-college,Private,33,3.3,300497
40,HS-grad,State-gov,49,4.9,255928
40,HS-grad,Private,41,4.1,27305
40,HS-grad,Private,34,3.4,29933
40,11th,Private,43,4.3,265434
9,11th,Private,18,1.8,145643
15,HS-grad,?,31,3.1,162041
40,HS-grad,Private,30,3,119562
40,HS-grad,Private,29,2.9,115549
48,HS-grad,Private,50,5,39590
40,Some-college,Private,24,2.4,97676
40,11th,Private,53,5.3,34973
40,HS-grad,Private,52,5.2,312446
40,Bachelors,Federal-gov,42,4.2,88909
55,Bachelors,Private,36,3.6,117381
50,HS-grad,Self-emp-inc,34,3.4,513977
50,HS-grad,Federal-gov,38,3.8,39089
45,Bachelors,Private,32,3.2,341672
72,HS-grad,Local-gov,31,3.1,400535
60,HS-grad,Self-emp-not-inc,34,3.4,338042
40,Bachelors,Private,49,4.9,216734
50,HS-grad,Self-emp-not-inc,54,5.4,224207
40,Bachelors,Private,58,5.8,107897
40,HS-grad,Private,28,2.8,205903
50,HS-grad,Private,36,3.6,191754
50,Assoc-acdm,Private,26,2.6,216225
40,HS-grad,Private,33,3.3,125762
40,HS-grad,Private,51,5.1,201062
48,Assoc-voc,Local-gov,53,5.3,25820
40,Assoc-voc,Private,33,3.3,553405
40,Bachelors,Federal-gov,45,4.5,78022
52,5th-6th,Private,27,2.7,207631
60,HS-grad,Private,35,3.5,203988
40,HS-grad,Private,47,4.7,122194
30,10th,Private,17,1.7,318918
30,Assoc-voc,Self-emp-inc,55,5.5,264453
35,HS-grad,Self-emp-not-inc,28,2.8,183523
45,Masters,Self-emp-not-inc,46,4.6,98881
6,11th,Private,18,1.8,184101
35,HS-grad,Local-gov,43,4.3,135056
8,HS-grad,Self-emp-not-inc,60,6,71457
70,10th,Self-emp-not-inc,55,5.5,96459
36,HS-grad,Private,52,5.2,134184
31,Bachelors,Private,40,4,153132
38,HS-grad,Private,52,5.2,173991
40,HS-grad,Federal-gov,27,2.7,96219
40,Masters,Private,44,4.4,152744
40,HS-grad,Private,56,5.6,182142
40,Bachelors,Private,35,3.5,48915
40,Some-college,Private,35,3.5,24126
40,HS-grad,Local-gov,47,4.7,263984
50,Assoc-voc,Local-gov,42,4.2,118261
45,7th-8th,Private,63,6.3,106141
15,Assoc-voc,State-gov,48,4.8,355320
35,7th-8th,?,19,1.9,497414
40,Bachelors,Private,41,4.1,118915
10,11th,Private,17,1.7,75885
25,Some-college,State-gov,26,2.6,93806
40,Bachelors,Local-gov,33,3.3,255058
40,HS-grad,Private,41,4.1,120277
25,Some-college,Private,20,2,120046
40,Some-college,Private,26,2.6,209384
40,Masters,Local-gov,35,3.5,742903
50,HS-grad,Self-emp-inc,47,4.7,147869
30,10th,?,21,2.1,208117
22,HS-grad,Private,64,6.4,268965
40,HS-grad,Private,32,3.2,41210
40,Assoc-voc,Private,47,4.7,128378
20,HS-grad,Private,22,2.2,131291
45,Bachelors,Private,35,3.5,187046
40,12th,Private,53,5.3,221672
80,HS-grad,Self-emp-not-inc,29,2.9,70100
40,HS-grad,Private,23,2.3,199586
50,Some-college,Private,45,4.5,243743
15,Some-college,State-gov,20,2,375931
40,Assoc-voc,Private,42,4.2,139012
40,Assoc-voc,Private,45,4.5,167617
20,5th-6th,Private,77,7.7,88269
40,Prof-school,Private,32,3.2,70377
10,Some-college,Private,21,2.1,431745
25,Prof-school,Private,32,3.2,72967
30,HS-grad,Private,41,4.1,174373
40,HS-grad,Private,42,4.2,145178
3,HS-grad,?,23,2.3,138938
48,Bachelors,Local-gov,26,2.6,113948
40,HS-grad,Private,66,6.6,135446
30,HS-grad,Private,41,4.1,43711
65,Bachelors,Private,40,4,137304
40,Some-college,Private,21,2.1,180690
40,HS-grad,Private,40,4,135384
44,HS-grad,Private,48,4.8,178137
40,Bachelors,Self-emp-not-inc,62,6.2,113440
50,Masters,Private,45,4.5,110243
60,Some-college,Self-emp-inc,42,4.2,165981
20,Some-college,Private,20,2,246635
40,HS-grad,Private,30,3,553405
40,9th,Private,59,5.9,137506
40,Assoc-acdm,Private,22,2.2,313730
60,Some-college,Federal-gov,23,2.3,102684
40,Some-college,Private,55,5.5,265579
40,HS-grad,Private,58,5.8,101338
40,Bachelors,Private,67,6.7,188903
45,11th,Private,51,5.1,231919
48,Masters,?,38,3.8,139770
45,Some-college,Private,37,3.7,253006
45,Assoc-voc,Private,34,3.4,258425
20,Assoc-voc,Private,49,4.9,168837
60,Some-college,Private,46,4.6,177536
40,Some-college,Private,29,2.9,168524
20,HS-grad,Self-emp-inc,19,1.9,108551
37,Prof-school,Self-emp-not-inc,38,3.8,180477
40,Some-college,Self-emp-not-inc,58,5.8,162970
43,HS-grad,Private,43,4.3,104196
55,HS-grad,Private,34,3.4,329288
42,HS-grad,Self-emp-not-inc,59,5.9,39398
40,Some-college,Private,33,3.3,70240
6,Some-college,Private,17,1.7,153021
40,Bachelors,Local-gov,29,2.9,152461
42,Assoc-acdm,Private,33,3.3,171892
40,11th,Private,45,4.5,128141
29,Some-college,Private,68,6.8,182574
20,Bachelors,Local-gov,33,3.3,189145
60,Prof-school,Self-emp-inc,49,4.9,218835
40,Some-college,Local-gov,46,4.6,132994
67,Bachelors,Private,54,5.4,83103
40,HS-grad,Private,31,3.1,198103
40,Bachelors,?,25,2.5,177812
80,Bachelors,Self-emp-inc,39,3.9,144154
55,Doctorate,Private,56,5.6,169086
45,7th-8th,Private,36,3.6,140854
20,Some-college,?,20,2,218875
7,Bachelors,Self-emp-not-inc,35,3.5,187589
40,Bachelors,Private,36,3.6,112271
40,Some-college,Private,27,2.7,199118
40,HS-grad,Private,46,4.6,178642
59,12th,Private,34,3.4,113708
40,Bachelors,Federal-gov,29,2.9,185670
44,Some-college,Private,36,3.6,303187
60,Assoc-voc,Private,49,4.9,209739
40,10th,Self-emp-not-inc,52,5.2,155278
40,Assoc-voc,Private,30,3,119422
40,Masters,Local-gov,46,4.6,326292
50,HS-grad,Private,35,3.5,212512
40,HS-grad,Private,37,3.7,33440
40,Prof-school,State-gov,38,3.8,185180
40,Assoc-voc,Self-emp-not-inc,46,4.6,504941
24,9th,Private,42,4.2,192014
55,Bachelors,Self-emp-inc,48,4.8,192755
60,Prof-school,Private,59,5.9,220896
25,Some-college,Private,22,2.2,189832
40,HS-grad,Private,38,3.8,235638
43,HS-grad,Private,39,3.9,134367
40,Some-college,Private,41,4.1,171231
9,12th,Private,19,1.9,253529
40,HS-grad,State-gov,47,4.7,210557
40,Some-college,Private,47,4.7,362835
40,HS-grad,Private,55,5.5,186479
40,Masters,State-gov,37,3.7,115360
20,Assoc-acdm,Private,29,2.9,184806
35,Bachelors,Self-emp-not-inc,34,3.4,450141
40,HS-grad,Private,41,4.1,200479
60,HS-grad,Private,34,3.4,152493
50,Bachelors,Private,29,2.9,135791
30,Assoc-voc,Self-emp-not-inc,37,3.7,50096
40,Masters,Private,55,5.5,173832
45,HS-grad,Private,52,5.2,224198
50,9th,Private,57,5.7,111553
40,Bachelors,Private,67,6.7,191380
20,Some-college,Private,20,2,34242
70,Bachelors,Private,58,5.8,100054
40,HS-grad,Private,62,6.2,110103
45,HS-grad,Private,40,4,196626
2,11th,?,66,6.6,194480
40,Bachelors,Private,26,2.6,190040
45,Some-college,Private,42,4.2,152629
40,HS-grad,Federal-gov,18,1.8,263162
40,HS-grad,Private,34,3.4,205581
40,HS-grad,Private,50,5,155434
32,HS-grad,Private,30,3,415922
40,HS-grad,Local-gov,42,4.2,221581
56,Some-college,Private,37,3.7,135089
40,HS-grad,Private,47,4.7,117774
40,Some-college,Private,46,4.6,206707
45,Masters,Private,30,3,315640
50,HS-grad,Private,52,5.2,210736
40,HS-grad,Local-gov,23,2.3,456665
40,Some-college,Self-emp-not-inc,35,3.5,133935
70,Bachelors,Private,44,4.4,106982
40,Masters,Private,35,3.5,126569
40,Some-college,State-gov,31,3.1,209954
40,Some-college,State-gov,50,5,46401
40,HS-grad,Private,29,2.9,410216
40,HS-grad,Private,39,3.9,410509
40,Bachelors,Private,22,2.2,382199
40,HS-grad,Private,33,3.3,84130
50,Masters,Private,42,4.2,243380
50,Bachelors,Private,31,3.1,329635
10,Some-college,?,20,2,265434
40,HS-grad,Private,23,2.3,241752
40,HS-grad,Private,33,3.3,172579
52,Some-college,Local-gov,48,4.8,121179
40,5th-6th,Private,46,4.6,76131
45,Bachelors,Private,57,5.7,138777
52,Masters,State-gov,44,4.4,195212
15,Some-college,Private,20,2,315135
40,Assoc-acdm,Private,44,4.4,248406
40,Bachelors,Private,51,5.1,283314
60,11th,Private,29,2.9,231601
70,Masters,Self-emp-not-inc,71,7.1,126807
40,Some-college,Private,31,3.1,198513
40,HS-grad,Private,37,3.7,162651
40,HS-grad,Private,90,9,197613
50,Bachelors,Private,49,4.9,184098
40,Masters,Local-gov,46,4.6,187505
40,7th-8th,Private,53,5.3,174655
32,12th,Private,17,1.7,161123
70,1st-4th,Private,43,4.3,390369
40,HS-grad,Self-emp-not-inc,35,3.5,354520
40,HS-grad,Private,25,2.5,364631
44,Assoc-acdm,Private,35,3.5,323120
40,Some-college,State-gov,58,5.8,32367
50,Bachelors,Private,88,8.8,30102
45,Bachelors,Private,51,5.1,229259
40,Some-college,Private,31,3.1,274818
50,Prof-school,Self-emp-inc,40,4,248476
40,Some-college,Private,38,3.8,98080
42,Assoc-acdm,Private,44,4.4,56651
30,1st-4th,Private,43,4.3,216411
70,Prof-school,Private,31,3.1,226443
18,Some-college,Private,21,2.1,119039
40,Bachelors,Private,25,2.5,136277
40,Some-college,Local-gov,52,5.2,149508
40,HS-grad,Private,53,5.3,449376
